"","Plant","Flowers","Date","lon","lat","ele","Month","Year","julian"
"2543","Columnea mastersonii",3,2015-07-11,-78.635195,0.117091,1370,"July","2015",192
"2544","Glossoloma oblongicalyx",1,2015-08-13,-78.586182,0.130039,2310,"August","2015",225
"2545","Drymonia teuscheri",2,2016-04-11,-78.590771,0.131014,2270,"April","2016",102
"2546","Kohleria affinis",2,2015-05-26,-78.598343,0.118144,1940,"May","2015",146
"2547","Columnea medicinalis",1,2015-05-26,-78.598343,0.118144,1940,"May","2015",146
"2548","Columnea medicinalis",1,2014-08-02,-78.592697,0.129193,2180,"August","2014",214
"2549","Drymonia teuscheri",4,2015-08-13,-78.586185,0.130022,2320,"August","2015",225
"2550","Besleria solanoides",36,2016-08-09,-78.594364,0.12771,2120,"August","2016",222
"2551","Columnea mastersonii",1,2015-07-11,-78.635089,0.116886,1370,"July","2015",192
"2552","Drymonia teuscheri",4,2014-08-02,-78.592572,0.12923,2190,"August","2014",214
"2553","Glossoloma oblongicalyx",1,2015-08-13,-78.58617,0.129971,2320,"August","2015",225
"2554","Columnea medicinalis",3,2015-09-23,-78.598537,0.117799,1940,"September","2015",266
"2555","Gasteranthus quitensis",1,2016-09-13,-78.632364,0.11357,1380,"September","2016",257
"2556","Glossoloma purpureum",1,2014-10-14,-78.632137,0.112887,1390,"October","2014",287
"2557","Columnea ciliata",2,2015-02-11,-78.593432,0.115129,1760,"February","2015",42
"2558","Kohleria affinis",1,2015-03-26,-78.598315,0.11832,1940,"March","2015",85
"2559","Glossoloma oblongicalyx",1,2016-05-23,-78.591182,0.130359,2260,"May","2016",144
"2560","Glossoloma oblongicalyx",3,2015-08-13,-78.586156,0.12995,2320,"August","2015",225
"2561","Besleria solanoides",8,2016-08-09,-78.594319,0.127886,2130,"August","2016",222
"2562","Besleria solanoides",45,2016-08-09,-78.594319,0.127886,2130,"August","2016",222
"2563","Gasteranthus quitensis",20,2016-09-13,-78.628896,0.107881,1570,"September","2016",257
"2564","Columnea medicinalis",3,2014-11-19,-78.598562,0.117811,1940,"November","2014",323
"2565","Gasteranthus quitensis",3,2014-03-22,-78.629257,0.107466,1580,"March","2014",81
"2566","Columnea mastersonii",1,2014-05-11,-78.629018,0.106866,1600,"May","2014",131
"2567","Glossoloma oblongicalyx",1,2015-08-13,-78.586128,0.129941,2320,"August","2015",225
"2568","Gasteranthus quitensis",8,2016-09-13,-78.628961,0.107901,1570,"September","2016",257
"2569","Columnea kucyniakii",2,2015-01-13,-78.59716,0.121484,1980,"January","2015",13
"2570","Columnea kucyniakii",1,2015-01-13,-78.59716,0.121484,1980,"January","2015",13
"2571","Gasteranthus quitensis",10,2015-10-20,-78.594023,0.114683,1750,"October","2015",293
"2572","Kohleria affinis",6,2016-12-13,-78.59096,0.130762,2270,"December","2016",348
"2573","Drymonia teuscheri",9,2014-07-23,-78.59177,0.129733,2200,"July","2014",204
"2574","Besleria solanoides",32,2016-08-09,-78.594262,0.128025,2130,"August","2016",222
"2575","Columnea medicinalis",2,2015-09-23,-78.598377,0.118118,1930,"September","2015",266
"2576","Gasteranthus quitensis",8,2016-09-13,-78.628984,0.107906,1570,"September","2016",257
"2577","Columnea ciliata",1,2015-02-11,-78.593674,0.114588,1760,"February","2015",42
"2578","Drymonia tenuis",4,2015-03-26,-78.597717,0.120041,1950,"March","2015",85
"2579","Columnea ciliata",1,2014-05-11,-78.628448,0.106882,1620,"May","2014",131
"2580","Columnea picta",1,2016-06-25,-78.632602,0.114164,1370,"June","2016",177
"2581","Drymonia teuscheri",1,2014-08-02,-78.59219,0.12945,2200,"August","2014",214
"2582","Columnea ciliata",3,2015-02-11,-78.593777,0.114586,1760,"February","2015",42
"2583","Glossoloma oblongicalyx",1,2016-05-23,-78.591023,0.13074,2260,"May","2016",144
"2584","Gasteranthus quitensis",2,2016-09-13,-78.628821,0.107835,1570,"September","2016",257
"2585","Kohleria affinis",14,2014-01-21,-78.582711,0.128486,2440,"January","2014",21
"2586","Gasteranthus quitensis",2,2014-03-22,-78.629705,0.106886,1600,"March","2014",81
"2587","Columnea picta",4,2016-06-25,-78.632401,0.113404,1380,"June","2016",177
"2588","Glossoloma oblongicalyx",4,2014-08-02,-78.592015,0.129562,2210,"August","2014",214
"2589","Gasteranthus quitensis",5,2016-09-13,-78.628772,0.107773,1570,"September","2016",257
"2590","Columnea picta",1,2015-07-11,-78.634215,0.115783,1380,"July","2015",192
"2591","Gasteranthus quitensis",2,2016-09-13,-78.628684,0.107587,1570,"September","2016",257
"2592","Columnea picta",1,2015-02-11,-78.594024,0.114655,1760,"February","2015",42
"2593","Columnea picta",1,2014-05-11,-78.62909,0.106355,1620,"May","2014",131
"2594","Drymonia teuscheri",2,2016-05-23,-78.590798,0.130911,2270,"May","2016",144
"2595","Glossoloma purpureum",1,2015-07-11,-78.633963,0.115606,1370,"July","2015",192
"2596","Drymonia teuscheri",12,2014-08-02,-78.59178,0.129788,2220,"August","2014",214
"2597","Glossoloma oblongicalyx",1,2014-08-02,-78.59178,0.129788,2220,"August","2014",214
"2598","Drymonia teuscheri",3,2014-08-02,-78.59178,0.129788,2220,"August","2014",214
"2599","Besleria solanoides",24,2016-08-09,-78.594092,0.128135,2130,"August","2016",222
"2600","Gasteranthus quitensis",1,2015-02-11,-78.594161,0.114663,1770,"February","2015",42
"2601","Glossoloma oblongicalyx",1,2016-05-23,-78.59079,0.130961,2270,"May","2016",144
"2602","Columnea picta",1,2016-08-09,-78.59407,0.128159,2130,"August","2016",222
"2603","Gasteranthus quitensis",3,2016-09-13,-78.629031,0.1075,1570,"September","2016",257
"2604","Glossoloma oblongicalyx",1,2016-05-23,-78.5908,0.131044,2270,"May","2016",144
"2605","Columnea picta",2,2014-06-20,-78.628865,0.107576,1580,"June","2014",171
"2606","Glossoloma oblongicalyx",2,2014-08-02,-78.591723,0.129922,2220,"August","2014",214
"2607","Glossoloma oblongicalyx",4,2015-08-13,-78.585657,0.129514,2350,"August","2015",225
"2608","Gasteranthus quitensis",2,2016-09-13,-78.629198,0.107416,1570,"September","2016",257
"2609","Columnea mastersonii",2,2014-10-14,-78.628891,0.107597,1580,"October","2014",287
"2610","Glossoloma oblongicalyx",1,2014-08-02,-78.591674,0.130003,2230,"August","2014",214
"2611","Glossoloma oblongicalyx",2,2015-08-13,-78.585631,0.12948,2350,"August","2015",225
"2612","Besleria solanoides",80,2016-08-09,-78.594011,0.128272,2130,"August","2016",222
"2613","Besleria solanoides",24,2016-08-09,-78.594011,0.128272,2130,"August","2016",222
"2614","Gasteranthus quitensis",2,2016-09-13,-78.629237,0.10739,1580,"September","2016",257
"2615","Glossoloma oblongicalyx",3,2016-05-23,-78.590635,0.131047,2280,"May","2016",144
"2616","Columnea mastersonii",1,2016-06-25,-78.628826,0.107871,1560,"June","2016",177
"2617","Glossoloma oblongicalyx",1,2015-08-13,-78.585597,0.129416,2350,"August","2015",225
"2618","Glossoloma oblongicalyx",2,2015-08-13,-78.585597,0.129416,2350,"August","2015",225
"2619","Besleria solanoides",1,2016-09-13,-78.629244,0.107355,1580,"September","2016",257
"2620","Columnea kucyniakii",4,2015-01-13,-78.5971,0.12161,1990,"January","2015",13
"2621","Gasteranthus quitensis",6,2015-10-20,-78.594108,0.114758,1750,"October","2015",293
"2622","Gasteranthus quitensis",4,2015-10-20,-78.594108,0.114758,1750,"October","2015",293
"2623","Besleria solanoides",4,2016-10-18,-78.595355,0.126802,2120,"October","2016",292
"2624","Besleria solanoides",100,2014-11-06,-78.594577,0.127459,2120,"November","2014",310
"2625","Besleria solanoides",30,2014-11-06,-78.594577,0.127459,2120,"November","2014",310
"2626","Columnea kucyniakii",3,2014-02-27,-78.59639,0.122637,2030,"February","2014",58
"2627","Columnea mastersonii",1,2016-06-11,-78.629588,0.105966,1660,"June","2016",163
"2628","Drymonia teuscheri",10,2014-07-23,-78.591719,0.129753,2200,"July","2014",204
"2629","Gasteranthus quitensis",1,2014-10-14,-78.628936,0.107572,1580,"October","2014",287
"2630","Columnea kucyniakii",3,2015-02-11,-78.594672,0.114808,1780,"February","2015",42
"2631","Columnea ciliata",2,2014-03-22,-78.62892,0.106378,1630,"March","2014",81
"2632","Columnea ciliata",1,2014-03-22,-78.62892,0.106378,1630,"March","2014",81
"2633","Kohleria affinis",8,2015-03-26,-78.597638,0.120782,1960,"March","2015",85
"2634","Kohleria affinis",12,2015-03-26,-78.597638,0.120782,1960,"March","2015",85
"2635","Columnea picta",1,2014-06-20,-78.629516,0.107269,1590,"June","2014",171
"2636","Columnea mastersonii",1,2016-06-25,-78.628713,0.107754,1570,"June","2016",177
"2637","Besleria solanoides",28,2016-08-09,-78.593924,0.12843,2130,"August","2016",222
"2638","Besleria solanoides",132,2016-08-09,-78.593924,0.12843,2130,"August","2016",222
"2639","Besleria solanoides",0,2014-12-16,-78.597608,0.120786,1960,"December","2014",350
"2640","Besleria solanoides",40,2014-12-16,-78.597608,0.120786,1960,"December","2014",350
"2641","Columnea picta",2,2015-02-11,-78.594728,0.114816,1780,"February","2015",42
"2642","Columnea ciliata",1,2015-03-26,-78.59762,0.121008,1970,"March","2015",85
"2643","Drymonia teuscheri",3,2016-05-23,-78.59061,0.131119,2280,"May","2016",144
"2644","Glossoloma oblongicalyx",2,2014-08-02,-78.591638,0.130115,2230,"August","2014",214
"2645","Besleria solanoides",72,2016-08-09,-78.593868,0.128516,2130,"August","2016",222
"2646","Besleria solanoides",15,2016-08-09,-78.593868,0.128516,2130,"August","2016",222
"2647","Besleria solanoides",4,2014-12-16,-78.597579,0.120856,1960,"December","2014",350
"2648","Columnea kucyniakii",3,2015-03-26,-78.597537,0.121151,1970,"March","2015",85
"2649","Kohleria affinis",1,2015-05-26,-78.597632,0.120809,1970,"May","2015",146
"2650","Gasteranthus quitensis",8,2016-09-13,-78.629606,0.107047,1580,"September","2016",257
"2651","Besleria solanoides",30,2014-12-16,-78.597467,0.121182,1970,"December","2014",350
"2652","Kohleria affinis",1,2015-03-26,-78.597496,0.121268,1970,"March","2015",85
"2653","Besleria solanoides",54,2015-05-26,-78.597622,0.120853,1970,"May","2015",146
"2654","Besleria solanoides",12,2015-05-26,-78.597622,0.120853,1970,"May","2015",146
"2655","Columnea mastersonii",1,2016-06-25,-78.629436,0.107277,1580,"June","2016",177
"2656","Besleria solanoides",7,2016-08-09,-78.593833,0.128588,2130,"August","2016",222
"2657","Gasteranthus quitensis",2,2016-09-13,-78.629693,0.106981,1590,"September","2016",257
"2658","Besleria solanoides",10,2014-12-16,-78.5974,0.121285,1970,"December","2014",350
"2659","Besleria solanoides",75,2015-05-26,-78.597614,0.120873,1970,"May","2015",146
"2660","Besleria solanoides",32,2016-08-09,-78.593792,0.128627,2130,"August","2016",222
"2661","Gasteranthus quitensis",14,2016-09-13,-78.629721,0.106976,1590,"September","2016",257
"2662","Kohleria affinis",9,2015-03-26,-78.597256,0.121417,1980,"March","2015",85
"2663","Kohleria affinis",15,2015-03-26,-78.597256,0.121417,1980,"March","2015",85
"2664","Besleria solanoides",8,2015-05-26,-78.597587,0.120942,1970,"May","2015",146
"2665","Columnea medicinalis",1,2014-08-02,-78.591423,0.130255,2240,"August","2014",214
"2666","Drymonia teuscheri",1,2014-08-02,-78.591423,0.130255,2240,"August","2014",214
"2667","Columnea medicinalis",2,2015-08-13,-78.585325,0.129025,2370,"August","2015",225
"2668","Columnea medicinalis",2,2016-08-09,-78.593719,0.128701,2130,"August","2016",222
"2669","Besleria solanoides",2,2016-08-09,-78.593719,0.128701,2130,"August","2016",222
"2670","Besleria solanoides",4,2014-12-16,-78.597208,0.121486,1990,"December","2014",350
"2671","Besleria solanoides",15,2014-12-16,-78.597208,0.121486,1990,"December","2014",350
"2672","Columnea kucyniakii",3,2015-02-11,-78.595159,0.115032,1810,"February","2015",42
"2673","Columnea kucyniakii",2,2015-02-11,-78.595159,0.115032,1810,"February","2015",42
"2674","Besleria solanoides",18,2015-05-26,-78.597536,0.12106,1970,"May","2015",146
"2675","Drymonia teuscheri",3,2015-08-13,-78.585259,0.128904,2370,"August","2015",225
"2676","Besleria solanoides",10,2016-08-09,-78.593711,0.128717,2130,"August","2016",222
"2677","Gasteranthus quitensis",2,2014-01-22,-78.593708,0.115305,1730,"January","2014",22
"2678","Besleria solanoides",4,2014-12-16,-78.597163,0.121565,1990,"December","2014",350
"2679","Columnea ciliata",1,2015-02-11,-78.595209,0.114889,1790,"February","2015",42
"2680","Columnea medicinalis",1,2014-05-11,-78.629462,0.105003,1650,"May","2014",131
"2681","Drymonia collegarum",1,2015-05-26,-78.597515,0.121097,1970,"May","2015",146
"2682","Gasteranthus quitensis",2,2014-06-20,-78.629699,0.106876,1590,"June","2014",171
"2683","Drymonia teuscheri",5,2015-08-13,-78.585224,0.128842,2370,"August","2015",225
"2684","Glossoloma oblongicalyx",2,2016-08-09,-78.593687,0.128784,2130,"August","2016",222
"2685","Glossoloma purpureum",1,2016-09-13,-78.629157,0.106846,1590,"September","2016",257
"2686","Gasteranthus quitensis",3,2016-09-13,-78.629157,0.106846,1590,"September","2016",257
"2687","Gasteranthus quitensis",1,2014-01-22,-78.593793,0.115303,1730,"January","2014",22
"2688","Besleria solanoides",42,2016-11-14,-78.593405,0.115097,1860,"November","2016",319
"2689","Columnea picta",1,2015-05-26,-78.59746,0.121252,1970,"May","2015",146
"2690","Besleria solanoides",2,2016-08-09,-78.593654,0.128837,2130,"August","2016",222
"2691","Drymonia tenuis",6,2015-09-23,-78.597715,0.120498,1960,"September","2015",266
"2692","Gasteranthus quitensis",1,2016-09-13,-78.628965,0.106832,1600,"September","2016",257
"2693","Gasteranthus quitensis",2,2014-01-22,-78.593752,0.115482,1730,"January","2014",22
"2694","Besleria solanoides",16,2014-11-19,-78.597666,0.120324,1960,"November","2014",323
"2695","Kohleria affinis",30,2015-03-26,-78.596746,0.122408,2000,"March","2015",85
"2696","Columnea mastersonii",1,2014-05-11,-78.629395,0.104774,1660,"May","2014",131
"2697","Columnea picta",1,2015-07-11,-78.632456,0.114,1380,"July","2015",192
"2698","Columnea medicinalis",4,2014-08-02,-78.591248,0.130192,2250,"August","2014",214
"2699","Gasteranthus quitensis",3,2016-09-13,-78.628968,0.10683,1600,"September","2016",257
"2700","Columnea kucyniakii",8,2015-01-13,-78.596831,0.12205,2000,"January","2015",13
"2701","Columnea kucyniakii",4,2015-01-13,-78.596831,0.12205,2000,"January","2015",13
"2702","Columnea kucyniakii",4,2015-01-13,-78.596831,0.12205,2000,"January","2015",13
"2703","Gasteranthus quitensis",1,2015-10-20,-78.594155,0.114764,1750,"October","2015",293
"2704","Columnea kucyniakii",1,2014-02-27,-78.596371,0.122595,2030,"February","2014",58
"2705","Besleria solanoides",1,2015-06-23,-78.595441,0.114802,1790,"June","2015",174
"2706","Gasteranthus quitensis",2,2016-07-29,-78.593421,0.11503,1730,"July","2016",211
"2707","Gasteranthus quitensis",2,2014-01-22,-78.59358,0.115686,1770,"January","2014",22
"2708","Besleria solanoides",5,2014-11-19,-78.597693,0.120419,1960,"November","2014",323
"2709","Gasteranthus quitensis",1,2016-11-14,-78.593272,0.115304,1790,"November","2016",319
"2710","Gasteranthus quitensis",1,2016-11-14,-78.593272,0.115304,1790,"November","2016",319
"2711","Besleria solanoides",1,2014-12-16,-78.59676,0.122323,2000,"December","2014",350
"2712","Columnea ciliata",1,2015-02-11,-78.595385,0.114768,1790,"February","2015",42
"2713","Columnea ciliata",1,2015-02-11,-78.595385,0.114768,1790,"February","2015",42
"2714","Columnea mastersonii",3,2014-05-11,-78.629209,0.104378,1660,"May","2014",131
"2715","Columnea picta",1,2015-07-11,-78.632361,0.113558,1380,"July","2015",192
"2716","Gasteranthus quitensis",2,2014-01-22,-78.593478,0.115652,1770,"January","2014",22
"2717","Columnea picta",1,2014-11-19,-78.59766,0.120524,1950,"November","2014",323
"2718","Gasteranthus quitensis",2,2016-11-14,-78.593242,0.115429,1780,"November","2016",319
"2719","Besleria solanoides",2,2016-11-14,-78.593242,0.115429,1780,"November","2016",319
"2720","Columnea ciliata",2,2015-02-11,-78.595449,0.114861,1790,"February","2015",42
"2721","Columnea medicinalis",1,2015-03-26,-78.596588,0.122745,2010,"March","2015",85
"2722","Besleria solanoides",25,2015-05-26,-78.597095,0.121615,1980,"May","2015",146
"2723","Columnea picta",1,2015-07-11,-78.63236,0.113547,1380,"July","2015",192
"2724","Glossoloma oblongicalyx",2,2015-08-13,-78.584412,0.128407,2400,"August","2015",225
"2725","Besleria solanoides",21,2016-08-09,-78.593531,0.128934,2140,"August","2016",222
"2726","Besleria solanoides",80,2016-08-09,-78.593531,0.128934,2140,"August","2016",222
"2727","Besleria solanoides",40,2016-08-09,-78.593531,0.128934,2140,"August","2016",222
"2728","Glossoloma purpureum",1,2014-10-14,-78.629402,0.106923,1590,"October","2014",287
"2729","Besleria solanoides",1,2016-11-14,-78.593386,0.115407,1780,"November","2016",319
"2730","Besleria solanoides",2,2016-11-14,-78.593386,0.115407,1780,"November","2016",319
"2731","Columnea medicinalis",1,2015-03-26,-78.596525,0.122686,2010,"March","2015",85
"2732","Columnea mastersonii",6,2014-05-11,-78.629008,0.104073,1700,"May","2014",131
"2733","Columnea mastersonii",2,2016-06-25,-78.628818,0.106876,1600,"June","2016",177
"2734","Glossoloma purpureum",1,2015-07-11,-78.632346,0.113316,1380,"July","2015",192
"2735","Besleria solanoides",21,2016-08-09,-78.593446,0.129019,2140,"August","2016",222
"2736","Besleria solanoides",72,2016-08-09,-78.593446,0.129019,2140,"August","2016",222
"2737","Besleria solanoides",45,2015-09-23,-78.59763,0.120855,1970,"September","2015",266
"2738","Gasteranthus quitensis",30,2016-09-13,-78.628675,0.106578,1620,"September","2016",257
"2739","Columnea ciliata",2,2014-01-22,-78.593326,0.115185,1740,"January","2014",22
"2740","Besleria solanoides",66,2014-11-19,-78.597641,0.120575,1950,"November","2014",323
"2741","Besleria solanoides",2,2016-11-14,-78.593439,0.115305,1780,"November","2016",319
"2742","Gasteranthus quitensis",2,2016-11-14,-78.593439,0.115305,1780,"November","2016",319
"2743","Columnea ciliata",2,2015-02-11,-78.595635,0.114979,1800,"February","2015",42
"2744","Columnea kucyniakii",1,2015-03-26,-78.596444,0.122636,2010,"March","2015",85
"2745","Columnea mastersonii",1,2014-05-11,-78.629023,0.104038,1700,"May","2014",131
"2746","Besleria solanoides",100,2015-09-23,-78.597602,0.120894,1970,"September","2015",266
"2747","Besleria solanoides",200,2015-09-23,-78.597602,0.120894,1970,"September","2015",266
"2748","Gasteranthus quitensis",2,2016-09-13,-78.628704,0.106544,1620,"September","2016",257
"2749","Glossoloma purpureum",1,2014-10-14,-78.629105,0.106894,1600,"October","2014",287
"2750","Besleria solanoides",3,2016-11-14,-78.593413,0.115379,1770,"November","2016",319
"2751","Gasteranthus quitensis",2,2016-11-14,-78.593413,0.115379,1770,"November","2016",319
"2752","Columnea mastersonii",1,2016-06-25,-78.628642,0.107052,1600,"June","2016",177
"2753","Glossoloma oblongicalyx",1,2014-08-02,-78.591015,0.13067,2260,"August","2014",214
